run_id,floor,exp_gain,enemies,time_taken,fatigue,timestamp
616,44,967.198547,822,10469075,6,55960780800
617,43,961.488586,823,11114777,7,56058298368
618,44,967.198547,824,11344981,7,56156045312
619,45,972.782898,826,9712468,5,56252157952
620,46,978.247192,827,8500451,3,56347058176
621,45,972.782898,828,8652482,3,56442109952
622,46,978.247192,830,8199630,2,56536711168
623,47,983.596497,831,9409014,4,56632520704
624,46,978.247192,832,9211973,4,56728133632
625,45,972.782898,834,7856977,2,56822390784
626,44,967.198547,835,8398480,2,56917188608
627,45,972.782898,837,9918205,5,57013506048
628,46,978.247192,838,10093362,5,57109999616
629,47,983.596497,839,11288259,7,57207689216
630,48,988.835449,841,10627664,5,57304719360
631,47,983.596497,842,9626349,4,57400745984
632,48,988.835449,843,10082137,5,57497227264
633,49,993.968567,845,10133275,5,57593761792
634,50,1198.800049,846,9291167,3,57689452544
635,50,999,848,8127179.5,1,57783980032
636,50,999,849,6796944,0,57877176320
637,50,999,850,7790935.5,1,57971367936
638,50,999,852,7102089,0,58064871424
639,50,999,853,7975715.5,1,58159247360
640,50,999,854,7128375.5,0,58252775424
641,50,999,856,7218070,0,58346393600
642,50,999,857,7198969.5,0,58439995392
643,50,999,859,9292562,3,58535690240
644,50,999,860,9237301,3,58631327744
645,50,999,861,7934744.5,1,58725662720
646,50,999,863,7630600.5,1,58819694592
647,50,999,864,7099502.5,0,58913193984
648,50,999,865,7276450,0,59006869504
649,50,999,867,8331419.5,2,59101601792
650,50,999,868,7051507,0,59195056128
651,49,993.968567,870,8819709,2,59290275840
652,50,999,871,9583772,3,59386261504
653,49,993.968567,872,9617123,3,59482279936
654,48,988.835449,874,11499252,6,59580178432
655,49,993.968567,875,10843149,5,59677421568
656,50,999,876,11111163,5,59774935040
657,50,999,878,11252980,6,59872587776
658,50,999,879,9467505,3,59968454656
659,49,993.968567,881,10020890,4,60064878592
660,50,999,882,9097731,2,60160376832
661,49,993.968567,883,8398178,1,60255174656
662,48,1186.602539,885,12108802,7,60353683456
663,49,993.968567,886,11165146,5,60451250176
664,50,999,887,10118728,4,60547768320
665,50,999,889,7470808,0,60641640448
666,50,999,890,7318887,0,60735361024
667,50,999,892,7138958,0,60828901376
668,50,999,893,7150003.5,0,60922454016
669,50,999,894,7161049,0,61016014848
670,50,999,896,7172095,0,61109587968
671,49,993.968567,897,8237381,1,61204226048
672,50,999,899,9864243,3,61300490240
673,50,1198.800049,900,7866853.5,0,61394759680
674,50,999,901,7453685.5,0,61488615424
675,50,999,903,8412429,1,61583429632
676,50,999,904,8350561.5,1,61678182400
677,50,999,905,9091191,2,61773676544
678,50,999,907,10031790,3,61870108672
679,49,993.968567,908,11007159,5,61967515648
680,50,999,910,9394894,2,62063312896
681,50,999,911,7293518,0,62157008896
682,50,999,912,8933500,2,62252343296
683,50,999,914,9082448,2,62347825152
684,50,999,915,8289007.5,1,62442516480
685,50,999,916,7846589,0,62536765440
686,50,999,918,8707657,1,62631874560
687,50,999,919,9136607,2,62727413760
688,50,999,921,8769806,1,62822584320
689,50,999,922,8643366,1,62917627904
690,50,999,923,10889855,4,63014920192
691,50,999,925,9962543,3,63111282688
692,50,999,926,10007987,3,63207690240
693,50,999,928,8204376,1,63302295552
694,50,999,929,8219002.5,1,63396917248
695,50,999,930,8238083,1,63491555328
696,50,999,932,9101826,2,63587057664
697,50,999,933,8852661,1,63682310144
698,50,999,934,8726117,1,63777435648
699,50,999,936,9896874,3,63873732608
700,50,999,937,8845971,1,63968980992
701,50,999,939,9478099,2,64064860160
702,50,999,940,9227309,2,64160489472
703,50,999,941,7820721,0,64254709760
704,50,999,943,9140244,2,64350253056
705,50,999,944,8809188,1,64445464576
706,50,999,945,9493906,2,64541360128
707,50,999,947,8130740,0,64635891712
708,50,999,948,7591754.5,0,64729882624
709,50,999,950,8205657.5,0,64824487936
710,50,999,951,7613846,0,64918503424
711,50,999,952,8340012.5,0,65013243904
712,50,999,954,7635938,0,65107279872
713,50,999,955,7646983.5,0,65201328128
714,50,1198.800049,957,9059283,1,65296789504
715,50,999,958,7976137.5,0,65391165440
716,50,999,959,8215334.5,0,65485783040
717,50,999,961,8883932,1,65581068288
718,50,999,962,7702212.5,0,65675169792
719,50,999,963,7713258,0,65769283584
720,50,999,965,9454746,2,65865138176
721,50,999,966,7814868.5,0,65959354368
722,50,999,968,7746396,0,66053500928
723,50,999,969,8380139.5,0,66148282368
724,50,999,970,8563080,1,66243248128
725,50,999,972,7779533,0,66337427456
726,50,999,973,7976641,0,66431803392
727,50,999,974,7801625,0,66526007296
728,49,993.968567,976,8678881,1,66621087744
729,50,999,977,9911496,2,66717401088
730,50,999,979,10191145,3,66813992960
731,50,999,980,7845767.5,0,66908237824
732,50,999,981,8133651.5,0,67002773504
733,50,999,983,8209606,0,67097382912
734,50,999,984,10106352,2,67193888768
735,50,999,985,7889950.5,0,67288178688
736,50,999,987,7900996.5,0,67382480896
737,50,999,988,8368943.5,0,67477250048
738,50,999,990,10453986,3,67574104064
739,50,999,991,10610531,3,67671113728
740,50,999,992,9020381,1,67766534144
741,50,999,994,8929750,1,67861864448
742,50,999,995,9061104,1,67957325824
743,50,999,997,9700704,2,68053426176
744,50,999,998,9881258,2,68149706752
745,50,999,999,9542561,1,68245651456
746,50,999,1000,9903275,2,68341956608
747,50,999,1000,10752688,3,68439109632
748,50,999,1000,9859521,2,68535369728
749,50,999,1000,9545212,1,68631314432
750,50,999,1000,8002051.5,0,68725719040
751,50,999,1000,10565865,3,68822687744
752,50,999,1000,8002051.5,0,68917092352
753,50,999,1000,8626218,0,69012119552
754,50,999,1000,9994147,2,69108514816
755,50,999,1000,10031243,2,69204951040
756,50,999,1000,8062781,0,69299412992
757,50,999,1000,8380730.5,0,69394194432
758,50,999,1000,9104788,1,69489696768
759,50,999,1000,9365852,1,69585461248
760,50,999,1000,8002051.5,0,69679865856
761,49,993.968567,1000,8806464,1,69775073280
762,50,999,1000,12431570,5,69873909760
763,50,999,1000,9817681,2,69970124800
764,50,999,1000,9463077,1,70065987584
765,50,999,1000,9031570,1,70161416192
766,50,999,1000,8972614,1,70256787456
767,50,999,1000,8002051.5,0,70351192064
768,50,999,1000,8378544.5,0,70445973504
769,50,999,1000,10318329,2,70542696448
770,50,999,1000,8674452,0,70637772800
771,50,999,1000,9742434,2,70733914112
772,50,999,1000,8002051.5,0,70828318720
773,50,999,1000,8002051.5,0,70922723328
774,50,999,1000,8257631,0,71017381888
775,50,999,1000,9579122,1,71113359360
776,50,999,1000,8260719,0,71208017920
777,50,999,1000,9067752,1,71303487488
778,50,999,1000,8745280,0,71398637568
779,50,999,1000,8002051.5,0,71493042176
780,50,999,1000,8002051.5,0,71587446784
781,50,999,1000,8002051.5,0,71681851392
782,50,999,1000,9235991,1,71777484800
783,50,999,1000,8801692,0,71872684032
784,50,999,1000,10506492,3,71969595392
785,50,999,1000,11132874,3,72067129344
786,50,999,1000,9471088,1,72163000320
787,49,993.968567,1000,9449164,1,72258846720
788,50,999,1000,10867673,3,72356118528
789,50,999,1000,8893606,1,72451416064
790,50,999,1000,11113977,3,72548933632
791,50,999,1000,11696292,4,72647032832
792,49,993.968567,1000,10717050,3,72744148992
793,48,988.835449,1000,10777395,3,72841330688
794,49,993.968567,1000,10501380,3,72938233856
795,48,988.835449,1000,11059894,3,73035694080
796,49,993.968567,1000,12623450,5,73134718976
797,50,999,1000,14267866,7,73235390464
798,49,993.968567,1000,12237747,5,73334030336
799,50,999,1000,11721156,4,73432154112
800,50,999,1000,10767641,3,73529319424
801,50,999,1000,8729735,0,73624453120
802,50,999,1000,8700143,0,73719554048
803,50,999,1000,8111288.5,0,73814065152
804,50,999,1000,8002051.5,0,73908469760
805,50,999,1000,8002051.5,0,74002874368
806,50,999,1000,9399191,1,74098671616
807,50,999,1000,8702298,0,74193772544
808,50,999,1000,10352229,2,74290528256
809,49,993.968567,1000,10565356,3,74387496960
810,48,988.835449,1000,11152709,4,74485047296
811,47,983.596497,1000,12064545,5,74583515136
812,46,978.247192,1000,12069498,5,74681982976
813,47,983.596497,1000,12933805,6,74781319168
814,46,978.247192,1000,11446052,4,74879164416
815,45,972.782898,1000,11451202,4,74977017856
816,46,978.247192,1000,11908171,5,75075330048
817,45,972.782898,1000,11776786,5,75173511168
818,46,978.247192,1000,9815827,2,75269726208
819,45,972.782898,1000,10754186,3,75366883328
820,44,967.198547,1000,11040881,4,75464327168
821,45,972.782898,1000,11699423,5,75562426368
822,44,967.198547,1000,11778088,5,75660607488
823,43,961.488586,1000,10684055,3,75757690880
824,44,967.198547,1000,11573281,4,75855667200
825,43,961.488586,1000,12471609,6,75954536448
826,42,955.6474,1000,12416979,6,76053356544
827,43,961.488586,1000,12186689,5,76151947264
828,44,967.198547,1000,10248465,3,76248596480
829,43,961.488586,1000,11402150,4,76346400768
830,42,955.6474,1000,11533440,5,76444336128
831,43,961.488586,1000,12187475,5,76542926848
832,42,955.6474,1000,12168602,5,76641492992
833,43,961.488586,1000,11896862,5,76739788800
834,44,967.198547,1000,13963981,8,76840157184
835,43,961.488586,1000,11663117,5,76938223616
836,44,967.198547,1000,11182510,4,77035806720
837,45,972.782898,1000,8584088,1,77130792960
838,46,978.247192,1000,9926911,2,77227122688
839,45,972.782898,1000,12454712,5,77325975552
840,44,967.198547,1000,12952678,6,77425328128
841,45,972.782898,1000,12665657,6,77524393984
842,44,967.198547,1000,12895655,6,77623689216
843,45,972.782898,1000,12701775,6,77722796032
844,44,967.198547,1000,12305762,5,77821501440
845,43,961.488586,1000,10953107,4,77918855168
846,44,967.198547,1000,10957062,4,78016217088
847,45,972.782898,1000,10574628,3,78113193984
848,44,967.198547,1000,12597548,6,78212194304
849,45,972.782898,1000,12644212,6,78311235584
850,44,967.198547,1000,13071747,6,78410711040
851,45,972.782898,1000,12071580,5,78509187072
852,46,1173.896729,1000,13463452,7,78609047552
853,47,983.596497,1000,11739755,4,78707187712
854,46,978.247192,1000,11779510,5,78805368832
855,45,972.782898,1000,10665810,3,78902435840
856,46,978.247192,1000,10014240,2,78998847488
857,47,983.596497,1000,10524670,3,79095775232
858,46,978.247192,1000,12496488,5,79194669056
859,45,972.782898,1000,12232112,5,79293300736
860,46,978.247192,1000,11729901,4,79391432704
861,47,983.596497,1000,10600216,3,79488434176
862,46,978.247192,1000,11223328,4,79586058240
863,47,983.596497,1000,10670952,3,79683133440
864,48,988.835449,1000,11444641,4,79780978688
865,47,983.596497,1000,13018970,6,79880396800
866,48,988.835449,1000,11962129,5,79978758144
867,47,983.596497,1000,11259855,4,80076414976
868,46,978.247192,1000,10739474,3,80173555712
869,47,983.596497,1000,11150997,4,80271106048
870,46,978.247192,1000,12060529,5,80369565696
871,47,983.596497,1000,11569791,4,80467533824
872,48,988.835449,1000,10551589,3,80564486144
873,47,983.596497,1000,12116309,5,80663003136
874,48,988.835449,1000,12618778,5,80762019840
875,49,993.968567,1000,10479695,3,80858898432
876,48,988.835449,1000,11850749,4,80957153280
877,49,993.968567,1000,11598565,4,81055154176
878,50,999,1000,12061627,5,81153613824
879,49,993.968567,1000,9622929,2,81249640448
880,50,999,1000,10736837,3,81346781184
881,50,999,1000,9240367,1,81442422784
882,50,999,1000,9580614,1,81538408448
883,50,999,1000,8551797,0,81633361920
884,50,999,1000,8310060,0,81728069632
885,50,999,1000,8323960,0,81822793728
886,49,993.968567,1000,10319501,2,81919516672
887,48,988.835449,1000,10641709,3,82016559104
888,49,993.968567,1000,11334483,4,82114297856
889,48,988.835449,1000,10586231,3,82211282944
890,49,993.968567,1000,11135734,3,82308816896
891,50,999,1000,11990109,4,82407211008
892,50,999,1000,8598845,0,82502213632
893,50,999,1000,9560407,1,82598174720
894,50,999,1000,9979390,2,82694553600
895,50,999,1000,9443912,1,82790400000
896,50,999,1000,9141855,1,82885943296
897,50,999,1000,8796612,0,82981142528
898,50,1198.800049,1000,8444783,0,83075989504
899,50,999,1000,9021940,1,83171409920
900,50,999,1000,9412104,1,83267223552
901,50,999,1000,8958032,1,83362586624
902,50,999,1000,8002051.5,0,83456991232
903,50,999,1000,8002051.5,0,83551395840
904,50,999,1000,9709235,2,83647504384
905,49,993.968567,1000,9656777,2,83743563776
906,50,999,1000,10658259,3,83840622592
907,50,999,1000,8002051.5,0,83935027200
908,50,999,1000,9579747,1,84031004672
909,50,999,1000,8002051.5,0,84125409280
910,50,999,1000,9056578,1,84220870656
911,50,999,1000,8002051.5,0,84315275264
912,50,999,1000,8938862,1,84410613760
913,50,999,1000,9412276,1,84506427392
914,50,999,1000,8002051.5,0,84600832000
915,50,999,1000,8002051.5,0,84695236608
916,49,993.968567,1000,9091459,1,84790730752
917,48,988.835449,1000,10933377,3,84888068096
918,47,983.596497,1000,12524545,5,84986994688
919,46,978.247192,1000,13118931,6,85086511104
920,47,983.596497,1000,12767614,6,85185683456
921,46,978.247192,1000,11853821,5,85283938304
922,45,972.782898,1000,12830949,6,85383168000
923,44,967.198547,1000,11423265,4,85480988672
924,43,961.488586,1000,12069521,5,85579456512
925,42,955.6474,1000,11678583,5,85677539328
926,43,961.488586,1000,11645084,5,85775589376
927,42,955.6474,1000,12737773,6,85874728960
928,41,949.668823,1000,11866784,5,85973000192
929,42,955.6474,1000,10356172,3,86069755904
930,43,961.488586,1000,10318439,3,86166478848
931,44,967.198547,1000,11073858,4,86263955456
932,43,961.488586,1000,10145402,3,86360498176
933,44,967.198547,1000,10417612,3,86457319424
934,43,961.488586,1000,10632305,3,86554353664
935,44,967.198547,1000,10759602,3,86651510784
936,45,972.782898,1000,9024183,1,86746939392
937,46,978.247192,1000,10066838,2,86843408384
938,45,972.782898,1000,11293409,4,86941106176
939,46,978.247192,1000,12300055,5,87039803392
940,45,972.782898,1000,13974439,7,87140179968
941,46,978.247192,1000,13156542,6,87239737344
942,45,972.782898,1000,11630762,4,87337771008
943,46,978.247192,1000,11021802,4,87435190272
944,45,972.782898,1000,11677758,4,87533273088
945,44,967.198547,1000,11324111,4,87630995456
946,43,961.488586,1000,10532570,3,87727931392
947,44,967.198547,1000,10395571,3,87824728064
948,45,972.782898,1000,12352359,5,87923482624
949,44,967.198547,1000,11005740,4,88020885504
950,43,961.488586,1000,12052055,5,88119336960
951,42,955.6474,1000,14038067,8,88219779072
952,41,949.668823,1000,11661927,5,88317845504
953,40,943.546021,1000,10656266,4,88414904320
954,39,937.272156,1000,12070797,6,88513372160
955,40,943.546021,1000,12075894,5,88611848192
956,39,937.272156,1000,12733270,6,88710979584
957,38,930.839355,1000,12886584,7,88810266624
958,37,1109.087402,1000,11186205,5,88907857920
959,38,930.839355,1000,9666746,2,89003925504
960,39,937.272156,1000,10335445,3,89100664832
961,38,930.839355,1000,10705073,4,89197772800
962,37,924.239502,1000,10820636,4,89294995456
963,36,917.463623,1000,9983870,3,89391382528
964,37,924.239502,1000,8973759,2,89486753792
965,36,917.463623,1000,8585673,1,89581740032
966,37,924.239502,1000,9689899,3,89677832192
967,36,917.463623,1000,11714280,5,89775947776
968,35,910.502136,1000,10249380,4,89872596992
969,34,903.344421,1000,11411228,5,89970409472
970,35,910.502136,1000,9803484,3,90066616320
971,36,917.463623,1000,10547271,4,90163568640
972,37,924.239502,1000,11103422,4,90261069824
973,38,930.839355,1000,9674931,2,90357145600
974,39,937.272156,1000,10427002,3,90453975040
975,38,930.839355,1000,11484802,5,90551861248
976,37,924.239502,1000,12436439,6,90650697728
977,36,917.463623,1000,12585688,7,90749681664
978,35,910.502136,1000,12962688,7,90849042432
979,36,917.463623,1000,11272319,5,90946715648
980,37,924.239502,1000,9169121,2,91042283520
981,38,930.839355,1000,9438040,2,91138121728
982,39,937.272156,1000,10787934,4,91235311616
983,40,943.546021,1000,10115303,3,91331829760
984,39,937.272156,1000,10930505,4,91429158912
985,40,943.546021,1000,9817244,2,91525373952
986,39,937.272156,1000,11956798,5,91623735296
987,38,930.839355,1000,10457941,4,91720597504
988,39,937.272156,1000,10870445,4,91817869312
989,40,943.546021,1000,10675106,4,91914944512
990,41,949.668823,1000,10583198,3,92011929600
991,40,943.546021,1000,11268463,4,92109602816
992,41,949.668823,1000,11003903,4,92207005696
993,40,943.546021,1000,10654102,4,92304064512
994,39,937.272156,1000,11054921,4,92401516544
995,40,943.546021,1000,12293665,6,92500213760
996,39,937.272156,1000,11758757,5,92598370304
997,40,943.546021,1000,9592734,2,92694364160
998,41,949.668823,1000,10526270,3,92791291904
999,40,943.546021,1000,11342003,5,92889038848
